pessoa_id,nome,cpf,genero,data_nascimento,email,telefone,cidade,uf,cep,opt_in
PES-00442,Hélio Oliveira Ferreira Peixoto,61593862202,M,1998-01-08,helio_pei531@gmail.com,32999736330,Juiz de Fora,MG,31828972,False
PES-00443,Larissa Cardoso Moreira,25584167150,F,1993-02-02,larissa_mor196@gmail.com,11985657350,São Paulo,SP,08460796,False
PES-00444,Júlia Ribeiro Moreira Alves,93447703873,F,1994-04-24,juliaalves163@outlook.com,11991072480,São Paulo,SP,01563239,True
PES-00445,Henrique Silva,19896094225,M,1938-07-19,henrique.silva358@outlook.com,31970747849,Belo Horizonte,MG,37094060,False
PES-00446,Larissa Souza Carvalho,95333272514,F,1990-03-29,larissa.carvalho336@yahoo.com.br,11995506124,São Paulo,SP,04135492,True
PES-00447,Renata Ribeiro Costa,55640730374,F,2000-03-29,renata.costa774@yahoo.com.br,41961714501,Curitiba,PR,85642139,True
PES-00448,Simone Moreira Martins,93854895003,F,1979-11-11,simone.martins864@outlook.com,81961181655,Recife,PE,57248268,True
PES-00449,Larissa Rocha Rodrigues,09789598335,F,1982-07-07,larissa_rod53@gmail.com,32988942658,Juiz de Fora,MG,38858266,True
PES-00450,José Alves Mendes Magalhães,38174687335,M,1995-03-13,jose_mag678@hotmail.com,32976345147,Juiz de Fora,MG,38557655,True
PES-00451,Beatriz Santos Melo,39219977710,F,1961-12-14,beatrizmelo234@yahoo.com.br,61994742381,Brasília,DF,71817056,True
PES-00452,Tânia Dias Freitas Martins,36569853759,F,1974-04-28,tania_mar581@gmail.com,21997182745,Rio de Janeiro,RJ,28882463,False
PES-00453,Luíza Dias Rocha,98075109104,F,2001-10-19,luiza.rocha69@bol.com.br,21973617802,Rio de Janeiro,RJ,23115150,False
PES-00454,João Machado,58185792712,M,1992-04-26,joaomachado486@yahoo.com.br,51972763383,Porto Alegre,RS,91028797,True
PES-00455,Cláudia Magalhães Rocha,23464882322,F,1974-02-18,claudia_roc173@outlook.com,11982115722,Santo André,SP,04744267,False
PES-00456,Simone Brandão Araújo,91201608104,F,1987-07-23,simonearaujo872@gmail.com,21967914240,Rio de Janeiro,RJ,24735033,False
PES-00457,Cecília Lima,41657803244,F,1981-03-28,cecilia.lima370@gmail.com,41987538774,Curitiba,PR,83886682,False
PES-00458,Letícia Guimarães Costa,93578052060,F,1933-12-31,leticiacosta637@yahoo.com.br,21999919121,Niterói,RJ,21164803,True
PES-00459,Sônia Costa Barbosa,74718374464,F,1973-09-11,sonia.barbosa14@uol.com.br,41994277856,Curitiba,PR,81830466,False
PES-00460,Luíza Araújo Cardoso Oliveira,28638680988,F,1979-07-18,luiza.oliveira525@bol.com.br,19997313045,Campinas,SP,15081097,False
PES-00461,Leonardo Freitas Freitas,29281071002,M,1973-11-01,leonardo_fre599@bol.com.br,21979991803,Niterói,RJ,21978713,True
PES-00462,Márcio Lima Mendes,78377780062,M,1999-05-23,marcio_men257@uol.com.br,62964182686,Goiânia,GO,72192234,False
PES-00463,João Machado Silva,65260668103,M,1987-04-19,joaosilva193@outlook.com,11997652999,Santo André,SP,02374900,True
PES-00464,Rafael Freitas Ribeiro,71146124600,M,1971-07-20,rafael_rib840@uol.com.br,21982127717,Rio de Janeiro,RJ,21447707,True
PES-00465,Mateus Mendes,61687578486,M,1972-04-09,mateus.mendes501@yahoo.com.br,21963582726,Rio de Janeiro,RJ,23254544,True
PES-00466,Renata Moreira Carvalho,10155078240,F,1962-09-14,renatacarvalho698@bol.com.br,11979322518,Santo André,SP,04260029,False
PES-00467,Cecília Rodrigues Barbosa,59798033353,F,1969-06-26,cecilia.barbosa874@gmail.com,21988272700,Rio de Janeiro,RJ,25290293,True
PES-00468,Gabriela Martins,18929855512,F,1991-02-08,gabriela.martins769@outlook.com,51982834639,Porto Alegre,RS,95895108,False
PES-00469,Lucas Assunção Guimarães,53515391878,M,1992-02-04,lucasguimaraes382@gmail.com,11991187548,São Paulo,SP,05140207,True
PES-00470,Mariana Machado Cardoso,79278359556,F,1970-08-24,mariana_car199@uol.com.br,21965195561,Rio de Janeiro,RJ,24778461,True
PES-00471,Gustavo Peixoto,84327526142,M,1993-03-11,gustavopeixoto193@yahoo.com.br,21966463748,Rio de Janeiro,RJ,22890382,False
PES-00472,Tânia Brandão Brandão Pereira,63010683359,F,1967-01-28,tania.pereira25@uol.com.br,11973121148,Guarulhos,SP,08022284,True
PES-00473,Rafael Melo,03569344622,M,1995-04-11,rafaelmelo746@uol.com.br,31983953096,Belo Horizonte,MG,32469828,False
PES-00474,Larissa Andrade Guimarães,20395547261,F,1978-09-22,larissa_gui702@bol.com.br,81985995673,Recife,PE,51603204,False
PES-00475,Helena Ferreira Gomes,22679323343,F,1979-12-26,helenagomes493@hotmail.com,11996501810,São Paulo,SP,08297012,True
PES-00476,Vinícius Martins Pereira,19448650809,M,1960-10-12,viniciuspereira315@yahoo.com.br,11993288347,São Paulo,SP,02157585,True
PES-00477,Sônia Pereira Silva,77539626631,F,1977-05-21,sonia_sil343@gmail.com,41969523015,Curitiba,PR,86444388,True
PES-00478,Marcelo Carvalho,35194687192,M,1985-04-23,marcelocarvalho489@outlook.com,11986692129,Guarulhos,SP,08487575,True
PES-00479,Vinícius Rodrigues Alves,68415695390,M,1967-05-12,vinicius.alves388@yahoo.com.br,21962067165,Rio de Janeiro,RJ,28953556,False
PES-00480,Thiago Dias,78308856993,M,1958-12-18,thiagodias281@uol.com.br,11968144034,São Paulo,SP,07119116,False
PES-00481,Lúcia Ferreira Araújo Santos,39363946010,F,1944-06-01,luciasantos711@uol.com.br,21969713558,Rio de Janeiro,RJ,24136144,True
PES-00482,Vitória Moreira,84463370027,F,1999-10-19,vitoriamoreira193@yahoo.com.br,11996651745,Guarulhos,SP,07610442,False
PES-00483,Fábio Lima Melo,97215380785,M,1973-09-15,fabiomelo133@outlook.com,19998393005,Campinas,SP,12062212,False
PES-00484,Caio Souza Alves Conceição,79912561627,M,1969-07-26,caio.conceicao724@outlook.com,21992266781,Niterói,RJ,26769948,True
PES-00485,Fernanda Araújo Nascimento,20222722690,F,1993-06-17,fernanda_nas548@gmail.com,51999769244,Porto Alegre,RS,95824581,True
PES-00486,Eduardo Peixoto Oliveira,75290006753,M,1974-10-24,eduardo.oliveira383@hotmail.com,11966285933,São Paulo,SP,09178085,False
PES-00487,José Lima Cardoso Conceição,22577075081,M,1977-04-27,jose_con925@outlook.com,11985041141,Santo André,SP,09819446,True
PES-00488,Lúcia Oliveira Gomes,41594486239,F,1984-09-24,lucia.gomes101@hotmail.com,11965519585,São Paulo,SP,06046396,False
PES-00489,Camila Moreira Ribeiro,46308810347,F,1973-01-01,camilaribeiro415@hotmail.com,41976396481,Curitiba,PR,87016497,True
PES-00490,Sérgio Souza Oliveira Silva,00963197800,M,1966-10-03,sergio.silva363@yahoo.com.br,51980368625,Porto Alegre,RS,98611421,True
PES-00491,Rafael Silva Souza,60353444537,M,1978-12-02,rafael.souza526@gmail.com,19967612187,Campinas,SP,16829368,True
PES-00492,Caio Assunção Alves,75469928500,M,2001-04-25,caioalves472@yahoo.com.br,11961415275,Santo André,SP,09407697,False
PES-00493,Mateus Ferreira Nunes Nunes,26302243769,M,1975-03-13,mateus_nun732@yahoo.com.br,11998592208,Guarulhos,SP,02481882,False
PES-00494,Tânia Marques Nascimento,02150207826,F,1978-10-29,tania.nascimento532@uol.com.br,41989403268,Curitiba,PR,85866393,False
PES-00495,Fábio Gomes Costa,66193312544,M,1973-06-29,fabiocosta411@uol.com.br,11997593181,São Paulo,SP,06299661,False
PES-00496,Rodrigo Souza Souza,01057411590,M,1970-02-08,rodrigo.souza760@gmail.com,11972633029,São Paulo,SP,03562673,True
PES-00497,Ana Nunes,54041143802,F,1979-06-25,ana.nunes284@gmail.com,11975537751,Santo André,SP,01908972,True
PES-00498,Raquel Costa Ferreira,22822139806,F,1986-02-03,raquel_fer186@yahoo.com.br,61960674333,Brasília,DF,77110567,False
PES-00499,Marcelo Freitas Machado,38138149043,M,1973-06-02,marcelomachado917@outlook.com,11997534814,São Paulo,SP,01491081,True
PES-00500,Márcio Rodrigues Guimarães,52589626363,M,1998-02-04,marcio.guimaraes346@bol.com.br,19970024181,Campinas,SP,15804959,True
PES-00501,Sônia Melo Conceição,28209925105,F,1980-04-11,sonia.conceicao446@uol.com.br,21986362401,Niterói,RJ,23859058,True
PES-00502,Tânia Machado Dias,57843712909,F,1986-12-06,tania.dias398@bol.com.br,16999971553,Ribeirão Preto,SP,12092833,True
PES-00503,Ana Rocha Nascimento,00337895929,F,1964-03-09,ana.nascimento512@bol.com.br,61986194706,Brasília,DF,77212633,False
PES-00504,Priscila Pereira Souza Ferreira,24951024098,F,1985-09-30,priscilaferreira511@hotmail.com,21961894758,Rio de Janeiro,RJ,21841576,False
PES-00505,Paulo Guimarães Andrade Nascimento,36833996431,M,1958-12-28,paulo.nascimento783@gmail.com,11977783525,Santo André,SP,05978844,True
PES-00506,Renata Barbosa,20092643809,F,1935-10-24,renata.barbosa225@yahoo.com.br,16964961368,Ribeirão Preto,SP,17617741,False
PES-00507,Cláudia Martins,50100723195,F,1985-02-01,claudiamartins671@yahoo.com.br,11961036792,São Paulo,SP,04675024,False
PES-00508,Sérgio Peixoto,84644553131,M,1996-08-02,sergio_pei574@hotmail.com,51988362839,Porto Alegre,RS,92221779,True
PES-00509,Daniel Santos,99305179959,M,1989-01-09,daniel.santos44@gmail.com,81985663010,Recife,PE,59415608,True
PES-00510,Letícia Peixoto Costa,23739783770,F,1951-04-24,leticia_cos188@gmail.com,51991071418,Porto Alegre,RS,95727268,False
PES-00511,Antônio Barbosa,13435758422,M,1965-06-05,antonio_bar27@uol.com.br,19972767597,Campinas,SP,16252464,True
PES-00512,Lucas Magalhães Andrade,55184825908,M,1990-01-24,lucasandrade419@uol.com.br,71984816408,Salvador,BA,45182968,False
PES-00513,Paulo Peixoto,21268062944,M,1944-03-11,paulopeixoto947@outlook.com,31974091777,Belo Horizonte,MG,36442066,False
PES-00514,Lúcia Rodrigues Melo Peixoto,27160955315,F,1972-03-24,lucia.peixoto80@yahoo.com.br,11976874169,São Paulo,SP,04557834,False
PES-00515,Rafael Nascimento Santos Dias,09310129379,M,1985-12-22,rafael.dias625@bol.com.br,51995851112,Porto Alegre,RS,98868465,True
PES-00516,Fernanda Nascimento Andrade,74143083400,F,1976-08-26,fernanda_and585@bol.com.br,11965471716,Guarulhos,SP,03775293,False
PES-00517,Larissa Moreira Brandão Oliveira,91802805524,F,1986-11-02,larissa.oliveira117@bol.com.br,62996569784,Goiânia,GO,73452720,False
PES-00518,Luíza Araújo,85183751420,F,1995-10-04,luizaaraujo396@outlook.com,11996577118,São Paulo,SP,05480274,True
PES-00519,Fernando Silva Carvalho Gomes,88983636130,M,1965-11-06,fernando.gomes939@hotmail.com,51987397130,Porto Alegre,RS,96621643,True
PES-00520,Luís Freitas Souza,68327011529,M,2004-04-01,luissouza501@hotmail.com,21985336489,Rio de Janeiro,RJ,22511992,True
PES-00521,Camila Andrade Carvalho,57407618593,F,1960-12-30,camila_car624@outlook.com,41996737752,Curitiba,PR,81832084,True
PES-00522,Otávio Machado Andrade,51300173157,M,1989-09-06,otavioandrade213@hotmail.com,11974251722,São Paulo,SP,02213042,True
PES-00523,André Martins Conceição,72168493537,M,1963-09-05,andre_con664@hotmail.com,81996659458,Recife,PE,52581557,True
PES-00524,Bruno Moreira Alves Ribeiro,54087915050,M,1970-05-26,brunoribeiro91@gmail.com,61971109506,Brasília,DF,71972347,True
PES-00525,Márcio Ribeiro Machado Dias,93267048150,M,1988-01-06,marcio_dia703@yahoo.com.br,11990906055,São Paulo,SP,03505711,False
PES-00526,Rodrigo Moreira Silva,69572406302,M,1996-01-25,rodrigosilva46@yahoo.com.br,11969415042,Guarulhos,SP,01997107,False
PES-00527,Cecília Ferreira Brandão,03899613104,F,1980-02-13,cecilia.brandao313@uol.com.br,16984977315,Ribeirão Preto,SP,11580196,True
PES-00528,Thiago Marques,70336811608,M,1992-03-02,thiago.marques83@hotmail.com,11971997717,São Paulo,SP,06496452,True
PES-00529,Gustavo Pereira Pereira,12776356331,M,1974-02-03,gustavopereira375@outlook.com,11961893951,São Paulo,SP,06368038,True
PES-00530,Ana Martins Martins,72400581150,F,1984-06-23,ana_mar978@outlook.com,31989057754,Belo Horizonte,MG,37328148,False
PES-00531,Wagner Mendes Oliveira,07643724750,M,1936-02-07,wagner.oliveira595@hotmail.com,21990902164,Niterói,RJ,29159290,True
PES-00532,Ana Freitas,10889580529,F,1979-08-28,ana_fre629@yahoo.com.br,51999535165,Porto Alegre,RS,96153793,False
PES-00533,Vitória Ribeiro Oliveira,15374198467,F,1981-09-21,vitoriaoliveira212@outlook.com,11969138396,São Paulo,SP,02405329,True
PES-00534,José Ribeiro Machado,43410030549,M,1989-09-04,jose_mac508@uol.com.br,81991601245,Recife,PE,51778138,True
PES-00535,Helena Oliveira Ferreira,19440060794,F,1975-05-05,helena_fer318@uol.com.br,61989926039,Brasília,DF,74489812,False
PES-00536,Letícia Ribeiro Gomes,01905008163,F,1989-08-21,leticia.gomes660@gmail.com,21970769401,Rio de Janeiro,RJ,24091594,False
PES-00537,Cecília Freitas Nascimento,97697699320,F,1986-10-16,cecilia_nas640@yahoo.com.br,11970277021,São Paulo,SP,02728551,False
PES-00538,Fernanda Pereira Machado,17363246084,F,1969-03-10,fernanda_mac557@uol.com.br,11976261969,São Paulo,SP,03017578,True
PES-00539,Ana Rodrigues,09753905890,F,1986-05-21,anarodrigues957@bol.com.br,11996267185,Santo André,SP,03372731,True
PES-00540,Fernando Alves Conceição,09816733501,M,1960-10-28,fernando_con97@bol.com.br,51984155649,Porto Alegre,RS,94387252,True
PES-00541,Lucas Nascimento,16762565395,M,1987-08-03,lucas_nas161@bol.com.br,31978042330,Belo Horizonte,MG,39526885,False
PES-00542,Thiago Melo Conceição,31209032724,M,1978-10-09,thiago.conceicao204@gmail.com,61999951415,Brasília,DF,79104228,True
PES-00543,Luíza Cardoso,69943101679,F,1987-06-24,luizacardoso490@gmail.com,41970742399,Curitiba,PR,85720465,True
PES-00544,Joana Santos,10299936708,F,2000-08-26,joana_san438@uol.com.br,41968445252,Curitiba,PR,81026153,True
PES-00545,Luís Dias Conceição,72026391734,M,2002-01-08,luis.conceicao815@yahoo.com.br,31987201966,Belo Horizonte,MG,39975763,True
PES-00546,Beatriz Carvalho,78523378642,F,1973-08-22,beatrizcarvalho695@gmail.com,48982649983,Florianópolis,SC,89883846,False
PES-00547,Cecília Peixoto Moreira,50709779208,F,1976-10-09,ceciliamoreira737@gmail.com,31983303253,Belo Horizonte,MG,36818376,False
PES-00548,Hélio Silva Ferreira,61813583820,M,1985-07-29,helio_fer786@gmail.com,11979113856,São Paulo,SP,03847981,False
PES-00549,Cláudia Moreira Melo,81110036760,F,1954-06-08,claudia.melo586@outlook.com,11981341708,São Paulo,SP,01918681,True
PES-00550,Caio Gomes,39326382397,M,1990-11-19,caio.gomes868@bol.com.br,11993364540,Santo André,SP,01812336,False
PES-00551,Cecília Barbosa Costa Magalhães,94171409144,F,1995-09-13,cecilia.magalhaes514@yahoo.com.br,11989137149,São Paulo,SP,03979624,True
PES-00552,Mateus Ribeiro Peixoto Melo,47055948860,M,1978-08-06,mateus_mel513@hotmail.com,31998952315,Belo Horizonte,MG,32013638,True
PES-00553,Ana Melo Rodrigues,93890037763,F,1973-03-03,ana_rod357@uol.com.br,19982131886,Campinas,SP,12555313,True
PES-00554,Larissa Pereira Guimarães,39549402991,F,1994-10-12,larissa.guimaraes357@outlook.com,11994485444,Guarulhos,SP,08553287,False
PES-00555,Camila Magalhães Dias,82982451646,F,1983-01-05,camila.dias84@hotmail.com,21978593113,Rio de Janeiro,RJ,21516710,False
PES-00556,Thiago Rodrigues Costa Brandão,56849162608,M,1985-12-03,thiago.brandao933@bol.com.br,11984993755,São Paulo,SP,08072212,False
PES-00557,Isabela Gomes Lima,74394808561,F,1959-11-16,isabela.lima600@bol.com.br,71966846468,Salvador,BA,48996617,True
PES-00558,Bruno Rocha Ferreira,31879779870,M,1986-04-18,brunoferreira941@outlook.com,11962987622,Santo André,SP,07561338,False
PES-00559,Rafael Peixoto Cardoso,13589637200,M,1956-05-03,rafaelcardoso789@outlook.com,11989978004,São Paulo,SP,02807714,False
PES-00560,Thiago Alves,76670470495,M,1984-09-30,thiagoalves303@bol.com.br,81992877963,Recife,PE,58221082,True
PES-00561,José Moreira Magalhães,61890128767,M,1989-09-23,jose.magalhaes826@bol.com.br,11987204012,São Paulo,SP,03328357,False
PES-00562,Priscila Ribeiro Cardoso,13196498662,F,1967-04-24,priscila_car134@gmail.com,11963296676,São Paulo,SP,05346160,True
PES-00563,Daniel Costa,29626166070,M,1988-10-21,danielcosta148@hotmail.com,21974517490,Rio de Janeiro,RJ,21439432,True
PES-00564,Gustavo Pereira,21854641913,M,1977-05-28,gustavopereira673@uol.com.br,21981926346,Rio de Janeiro,RJ,22897812,False
PES-00565,Ana Melo Carvalho,99138347326,F,1999-02-07,ana_car16@bol.com.br,11996254003,São Paulo,SP,04839500,True
PES-00566,Natália Silva Andrade,40365814229,F,1959-10-26,natalia_and128@yahoo.com.br,61985685119,Brasília,DF,79451919,True
PES-00567,Rafael Lima,71601894260,M,1989-03-24,rafaellima919@uol.com.br,41970547543,Curitiba,PR,81966217,False
PES-00568,Vitória Assunção,73252024152,F,1981-02-05,vitoriaassuncao646@bol.com.br,11964136661,Guarulhos,SP,08071994,True
PES-00569,Márcio Assunção Andrade,24836878225,M,1991-12-18,marcioandrade505@gmail.com,41975813109,Curitiba,PR,81596112,True
PES-00570,Patrícia Barbosa Martins,82226679049,F,1981-04-02,patricia.martins533@hotmail.com,11991682139,São Paulo,SP,05154337,True
PES-00571,Rodrigo Guimarães Conceição,97081171028,M,1963-01-25,rodrigoconceicao502@outlook.com,21978139818,Rio de Janeiro,RJ,23542135,False
PES-00572,Helena Cardoso Gomes,64371622526,F,1977-10-05,helena_gom918@outlook.com,41976023180,Curitiba,PR,87971077,True
PES-00573,Ana Nascimento,74822644855,F,1999-02-21,ananascimento278@uol.com.br,61983687248,Brasília,DF,79062232,False
PES-00574,Fernando Oliveira Mendes,06093100979,M,1967-10-17,fernandomendes271@hotmail.com,31998437087,Belo Horizonte,MG,39118389,True
PES-00575,Gabriela Nascimento,50425713539,F,1997-03-02,gabrielanascimento110@uol.com.br,21972972712,Niterói,RJ,21719000,True
PES-00576,Sérgio Marques Ribeiro,19960011917,M,1989-10-01,sergio_rib507@yahoo.com.br,11963885499,São Paulo,SP,06153210,True
PES-00577,Fábio Alves Marques,74168848299,M,1979-09-15,fabio.marques730@yahoo.com.br,21972386198,Rio de Janeiro,RJ,26711360,False
PES-00578,Priscila Oliveira Brandão,50605879753,F,1965-04-24,priscilabrandao394@hotmail.com,11962844926,São Paulo,SP,06633966,False
PES-00579,Leonardo Santos Peixoto,35910011391,M,1986-10-11,claudia_oli541@yahoo.com.br,31981952857,Belo Horizonte,MG,32661512,False
PES-00580,Lúcia Marques Costa,10463529545,F,1976-05-01,luciacosta914@yahoo.com.br,31979163913,Belo Horizonte,MG,31641018,True
PES-00581,Antônio Rodrigues Marques,53478855721,M,2000-09-10,antonio_mar350@yahoo.com.br,61983833899,Brasília,DF,72041203,False
PES-00582,Simone Nunes Martins,32892968143,F,2003-04-14,simonemartins503@gmail.com,11992461013,São Paulo,SP,02722706,True
PES-00583,José Dias,50963309900,M,1970-12-29,julia_and527@bol.com.br,21994803354,Rio de Janeiro,RJ,21536480,False
PES-00584,Débora Assunção Carvalho,96415798006,F,1997-09-26,debora.carvalho965@yahoo.com.br,31986267263,Belo Horizonte,MG,32959252,True
PES-00585,Isabela Alves Rocha,65640602465,F,1989-04-26,isabela.rocha682@bol.com.br,11970335958,São Paulo,SP,07824346,False
PES-00586,Helena Freitas Ferreira,94988887790,F,1986-03-25,helena_fer803@gmail.com,48987115991,Florianópolis,SC,89484813,False
PES-00587,Sônia Ferreira,70353004227,F,1985-12-09,sonia_fer490@gmail.com,62994158166,Goiânia,GO,72867718,True
PES-00588,Luíza Ribeiro Lima,01677415940,F,1991-02-05,luizalima113@outlook.com,11997141832,São Paulo,SP,01432696,False
PES-00589,Paulo Barbosa Pereira,75486264011,M,1938-11-05,paulopereira159@uol.com.br,21980861305,Rio de Janeiro,RJ,21254283,False
PES-00590,Daniel Andrade Lima,18642544759,M,1983-03-13,daniel_lim649@bol.com.br,21982668007,Rio de Janeiro,RJ,29865000,True
PES-00591,Fernando Silva,40162403950,M,1933-12-31,fernando_sil160@hotmail.com,19987981201,Campinas,SP,13980315,True
PES-00592,Joana Alves Ferreira,31000763463,F,1976-01-06,joana.ferreira361@hotmail.com,11978316420,Santo André,SP,05216330,False
PES-00593,Fábio Freitas,83508494608,M,1994-09-30,fabiofreitas733@yahoo.com.br,11985521507,São Paulo,SP,01365199,True
PES-00594,Thiago Moreira Carvalho,57417211925,M,1979-07-05,thiago_car41@gmail.com,81997158889,Recife,PE,52706691,True
PES-00595,Ana Brandão,15205237180,F,1968-01-05,ana.brandao257@hotmail.com,11961238256,São Paulo,SP,03641606,False
PES-00596,Luíza Conceição,39810725108,F,1994-07-11,luiza_con807@yahoo.com.br,11972693098,Santo André,SP,07908670,True
PES-00597,Sérgio Machado,29528945074,M,1988-09-10,sergiomachado213@hotmail.com,61975472096,Brasília,DF,78903225,False
PES-00598,Hélio Mendes,16118170487,M,1979-08-26,heliomendes885@bol.com.br,21994401607,Rio de Janeiro,RJ,28882479,True
PES-00599,Renata Nascimento,66477977699,F,1983-03-29,renatanascimento156@hotmail.com,31981129965,Belo Horizonte,MG,34455979,True
PES-00600,Gabriela Souza Nunes Machado,32307686126,F,1990-02-14,gabriela_mac36@yahoo.com.br,11965291168,São Paulo,SP,07686472,False
PES-00601,Camila Nascimento Magalhães,97864376401,F,1974-06-16,camilamagalhaes962@bol.com.br,41971548530,Curitiba,PR,86202312,False
PES-00602,Leonardo Pereira Andrade,94086800900,M,1980-10-06,leonardo_and40@outlook.com,11984989486,São Paulo,SP,09871818,False
PES-00603,Camila Rodrigues,15294116456,F,1978-01-10,camilarodrigues713@outlook.com,61974213375,Brasília,DF,78143099,True
PES-00604,Fernando Moreira Pereira,12701574501,M,2001-06-20,fernando.pereira296@uol.com.br,62969815423,Goiânia,GO,73274031,True
PES-00605,Márcia Lima Marques,42115026209,F,1986-10-31,marcia_mar266@outlook.com,11979349217,São Paulo,SP,08220726,False
PES-00606,Priscila Peixoto Silva,89966279172,F,1978-09-06,priscilasilva354@gmail.com,19982706982,Campinas,SP,17357341,True
PES-00607,Márcia Machado Oliveira,95079777915,F,1993-03-18,marciaoliveira460@outlook.com,41968476429,Curitiba,PR,83596370,False
PES-00608,Débora Guimarães,52823702040,F,1966-07-04,debora.guimaraes40@bol.com.br,11980834382,Santo André,SP,02952993,False
PES-00609,Gustavo Rodrigues Marques,46930490695,M,2004-05-09,gustavomarques854@hotmail.com,61965131883,Brasília,DF,71576124,True
PES-00610,Daniel Marques,03098654333,M,1993-10-18,daniel_mar896@uol.com.br,71983162552,Salvador,BA,45456987,True
PES-00611,Letícia Marques Gomes,90441261132,F,1976-07-07,leticiagomes539@gmail.com,11974733816,São Paulo,SP,03954681,True
PES-00612,Letícia Nascimento Melo,17728625764,F,1986-06-11,leticiamelo584@yahoo.com.br,11967477143,São Paulo,SP,02241743,False
PES-00613,Natália Martins,92581407379,F,1968-05-10,natalia_mar517@yahoo.com.br,41980214005,Curitiba,PR,86516172,True
PES-00614,Simone Ferreira Silva Freitas,16879858201,F,1989-08-25,simone_fre641@gmail.com,32964653852,Juiz de Fora,MG,35782911,True
PES-00615,Vinícius Souza,62199625915,M,2005-10-06,vinicius_sou561@uol.com.br,11961215122,São Paulo,SP,04631751,False
PES-00616,Letícia Silva Ferreira,51588989879,F,1978-05-29,leticiaferreira515@hotmail.com,11986419453,São Paulo,SP,09884707,True
PES-00617,Antônio Conceição Marques,96874757571,M,1988-11-25,antoniomarques706@uol.com.br,31966049849,Belo Horizonte,MG,36713535,False
PES-00618,Mariana Marques Carvalho Martins,90481372091,F,1987-02-03,mariana_mar860@outlook.com,19984827901,Campinas,SP,18602848,False
PES-00619,Lúcia Martins,83435174234,F,1988-08-22,lucia.martins987@yahoo.com.br,31968358700,Belo Horizonte,MG,34118232,False
PES-00620,André Nunes Conceição,70489588638,M,1935-02-19,andre_con469@yahoo.com.br,48976076419,Florianópolis,SC,82208321,False
PES-00621,Hélio Souza,19087693516,M,1970-07-13,helio_sou206@yahoo.com.br,21996061837,Rio de Janeiro,RJ,28098888,False
PES-00622,José Carvalho,56735993071,M,2002-09-09,jose_car469@uol.com.br,11989339191,São Paulo,SP,04555943,False
PES-00623,Bruno Brandão,79593550704,M,1971-06-22,brunobrandao116@yahoo.com.br,11976305471,São Paulo,SP,06883199,False
PES-00624,Tânia Costa,21355485614,F,1953-01-13,tania_cos437@outlook.com,21988523927,Niterói,RJ,22135226,True
PES-00625,Letícia Ribeiro,88420717657,F,1986-04-01,leticiaribeiro22@uol.com.br,21961669597,Rio de Janeiro,RJ,27490780,False
PES-00626,Cecília Machado Marques,16934256026,F,1994-08-19,ceciliamarques611@gmail.com,62965394798,Goiânia,GO,75237728,False
PES-00627,Vitória Alves Andrade,23015054210,F,1993-01-13,vitoriaandrade370@gmail.com,11998738748,São Paulo,SP,03492792,False
PES-00628,Letícia Machado Nunes,59936670361,F,1989-09-07,leticianunes723@yahoo.com.br,62971053752,Goiânia,GO,76660284,False
PES-00629,Fábio Machado Machado,78757281009,M,1990-04-26,fabiomachado717@yahoo.com.br,21976767098,Rio de Janeiro,RJ,28272813,False
PES-00630,Helena Nascimento Santos,10186037864,F,2003-07-09,helenasantos825@hotmail.com,32965012862,Juiz de Fora,MG,34235620,False
PES-00631,Cecília Santos Marques,34329391325,F,1984-02-20,cecilia.marques554@hotmail.com,41975556045,Curitiba,PR,87406742,False
PES-00632,Renata Rocha,54127473967,F,1983-08-24,otavio_and303@hotmail.com,11972094781,Guarulhos,SP,04304872,True
PES-00633,João Rocha Lima,58877232897,M,1988-11-15,joaolima792@uol.com.br,19997371230,Campinas,SP,13045227,False
PES-00634,Raquel Moreira,51480386677,F,1991-01-26,raquel_mor433@gmail.com,21980535868,Niterói,RJ,29106906,True
PES-00635,Márcia Araújo Rocha Gomes,77106527432,F,1997-03-04,marcia_gom393@yahoo.com.br,16987771670,Ribeirão Preto,SP,15450587,False
PES-00636,Beatriz Santos Silva Dias,44330870096,F,1993-05-27,beatriz_dia876@gmail.com,61980529236,Brasília,DF,79422642,True
PES-00637,Cecília Gomes,73818528292,F,1963-01-07,ceciliagomes49@yahoo.com.br,11993025842,São Paulo,SP,09487937,False
PES-00638,Daniel Souza Carvalho Machado,63197208676,M,1997-01-02,danielmachado635@gmail.com,19978443343,Campinas,SP,18089046,False
PES-00639,Lúcia Pereira Rocha,95953761597,F,1973-03-02,luciarocha294@uol.com.br,62970702827,Goiânia,GO,76697548,False
PES-00640,Aline Gomes Peixoto Andrade,14471695908,F,1986-11-17,alineandrade632@gmail.com,21999621235,Niterói,RJ,29777619,False
PES-00641,Simone Martins Conceição,59812886044,F,1964-05-27,simone_con76@yahoo.com.br,51973864004,Porto Alegre,RS,98298307,False
PES-00642,Letícia Andrade,78700606901,F,1972-11-17,leticiaandrade491@outlook.com,41978524561,Curitiba,PR,82295038,True
PES-00643,Fábio Gomes Lima,60619690232,M,1991-01-21,fabiolima817@uol.com.br,41993067645,Curitiba,PR,86144738,False
PES-00644,Lucas Gomes Lima Melo,65591790100,M,1967-06-01,lucas.melo451@yahoo.com.br,11995825865,Guarulhos,SP,09520843,False
