COD_CLIENTE;NOME_CLIENTE;CPF;DT_NASC;SEXO;EMAIL;FONE;ENDERECO;BAIRRO;CIDADE;UF;CEP;ACEITA_MKT;DT_ATUALIZACAO
100584;MATEUS COSTA;430.992.533-24;20/05/1961;M;mateus.costa771@hotmail.com;48966919207;Rua Sete de Setembro, nº 663;VILA MARIANA;Florianópolis;sc;85704001;;20/12/2025
100585;VITORIA ARAUJO FREITAS;649.237.399-59;09/04/1987;F;vitoriafreitas665@uol.com.br;21 968591473;AV SETE DE SETEMBRO, N. 2274;BOA VISTA;Niterói;;25662576;N;16/12/2025
100586;CAMILA SOUZA RIBEIRO;3,51896E+10;29/04/1978;F;camila_rib791@gmail.com;97871-1915;RUA DOS IPÊS, N. 654 - APTO 31;CENTRO;São Paulo - SP;sp;2562725;S;11/04/2024
100587;SIMONE FREITAS MOREIRA;18402214703;18/01/1957;F;simone_mor896@hotmail.com;11 88283743;RUA GETÚLIO VARGAS, Nº 2429;SANTA CECÍLIA;São Paulo;sp;01113016;S;06/03/2024
100588;ANDRE CONCEICAO;49086479502;24/07/2002;M;andre.conceicao199@bol.com.br;(51) 97452-1955;R São João, nº 2599;BELA VISTA;porto alegre ;RS;92238-102;N;28/10/2019
100589;TANIA SILVA;49734406809;10/02/1980;F;taniasilva750@bol.com.br;11975797339;RUA DOM PEDRO II, Nº 1038 - APTO 12;LIBERDADE;São Paulo;sp;07888-190;S;21/10/2022
100590;PRISCILA BRANDAO FERREIRA;61729063640;01/10/1973;F; PRISCILA_FER47@BOL.COM.BR ;19 967721508;PÇ. XV DE NOVEMBRO, N. 821;SÃO JOSÉ;CAMPINAS;SP;18666499;S;05/12/2019
100591;RENATA DIAS SOUZA MARQUES;73754200178;07/11/1979;F;renatamarques85235@hotmail.com;3167965299;RUA das Palmeiras, 1702;LIBERDADE;BELO HORIZONTE;MG;36125415;S;16/10/2023
100592;CECILIA CARVALHO ARAUJO;871.351.167-04;21/12/1991;F;cecilia_ara752@yahoo.com.br;11 98434759;RUA SETE DE SETEMBRO, N. 1222;SANTO ANTÔNIO;São Paulo;sp;06757-106;S;02/10/2021
100593;SRA. MARCIO MARQUES CONCEICAO;3789628255;22/01/1995;M;marcio.conceicao819@bol.com.br;;Rua Rio Branco, 2032 - Fundos;LIBERDADE;Guarulhos;São Paulo;7369217;S;29/06/2023
100594;BEATRIZ ASSUNCAO NASCIMENTO GUIMARAES;27114368453;26/12/1960;F;beatriz.guimaraes658@hotmail.com;(48) 97075-7133;TRAV. DOS IPÊS, Nº 1093;VILA NOVA;Florianópolis;;86803608;N;15/02/2025
100595;NATALIA PEIXOTO ANDRADE MELO;368.323.897-60;21/03/1975;F;natalia.melo630@outlook.com;(21) 98069-6325;R Paulista, N. 2454;JARDIM AMÉRICA;Rio de Janeiro;RJ;21484307;N;15/03/2022
100596;ANTONIO DIAS LIMA DIAS;34758361223;25/11/2000;M;;(11) 98062-4298;AVENIDA RIO BRANCO, 1334;JARDIM DAS FLORES;São Paulo;sp;02810-709;;06/11/2025
100597;OTAVIO SILVA;99326111903;04/04/1996;M;otavio.silva37@uol.com.br;97272-4613;R. Dom Pedro II, N. 2828 - Casa 2;JARDIM DAS FLORES;São Paulo - SP;sp;02792-724;N;10/09/2023
100598;JOSÉ CARDOSO RODRIGUES;13534905059;22/11/1997;M;joserodrigues117@gmail.com;81987304822;RUA RIO BRANCO, N. 2764;SANTA CECÍLIA;Recife;PE;57994-684;N;13/07/2024
100599;HELENA FREITAS MARTINS ANDRADE;370.635.898-06;15/10/1990;F;helena_and271@yahoo.com.br;21963961727;Av. Presidente Vargas, 2168 - Apto 31;BOA VISTA;Rio de Janeiro;rj;28171701;S;11/07/2023
100600;HELENA FERREIRA GOMES;226.793.233-43;26/12/1979;F;helenagomes493@hotmail.com;11 996501810;Rua Brasil, N. 2135 - Bloco B Apto 104;SANTO ANTÔNIO;São Paulo;sp;08297-012;S;07/02/2022
100601;TANIA CARDOSO;64574368209;07/11/1985;F;tania_car255@bol.com.br;99439-9975;Av Tiradentes, 1417 - Fundos;JARDIM DAS FLORES;Belo Horizonte;mg;36578755;S;29/12/2021
100602;GABRIELA SANTOS ASSUNCAO ANDRADE;514.396.697-32;02/01/1975;F; GABRIELAANDRADE964@YAHOO.COM.BR ;41 967033633;Rua das Palmeiras, nº 1691;BOA VISTA;Curitiba;pr;88848658;N;26/01/2023
100603;GABRIELA GUIMARÃES ARAÚJO;327.127.140-24;26/05/1998;F;gabriela_ara575@gmail.com;21983384750;R BRASIL, Nº 1788 - FUNDOS;BOA VISTA;Rio de Janeiro;RJ;24638427;S;18/08/2024
100604;PRISCILA C. NUNES;79131845584;05/09/1957;F;priscila_nun737@hotmail.com;21994104592;RUA PAULISTA, 2337 - APTO 12;CENTRO;Niterói;Rio de Janeiro;28425858;S;23/10/2025
100605;SIMONE  GOMES ;556.761.173-03;28/08/2003;F;simone.gomes148@hotmail.com;11993494224;RUA DOS IPÊS, N. 8 - FUNDOS;SÃO JOSÉ;São Paulo;SP;06271472;S;10/06/2025
100606;MARCIO PEREIRA MELO;39223712807;07/08/1988;M; MARCIO_MEL325@GMAIL.COM ;48966988674;Avenida Paulista, nº 2376;LIBERDADE;Florianópolis - SC;SC;84205996;N;24/10/2020
100607;ANDRÉ MENDES ALVES;62624494421;23/07/1998;M;andre_alv372@uol.com.br;19998657088;TRAVESSA SÃO JOÃO, Nº 765;SÃO JOSÉ;Campinas;SP;13619180;N;06/10/2022
100608;HELENA SANTOS CARVALHO;027.929.983-42;20/09/1984;F;helena.carvalho760@hotmail.com;61 984853945;Rua da Liberdade, N. 1272;LIBERDADE;Brasília;Distrito Federal;72529407;S;01/04/2020
100609;VINICIUS NUNES SANTOS;610.980.477-02;18/09/1953;;viniciussantos608@hotmail.com;31967497725;RUA CASTRO ALVES, N. 1092;SANTA CECÍLIA;Belo Horizonte;mg;33413375;;28/02/2022
100610;LUÍS  LIMA ;8746438211;26/09/1981;M;luis.lima793@hotmail.com;11 69871555;Avenida XV de Novembro, 248;SANTO ANTÔNIO;Santo André;SP;02789170;S;25/11/2024
100611;LEONARDO RIBEIRO SANTOS;40066948738;26/10/2001;M;leonardosantos64274@outlook.com;32 68872150;R Getúlio Vargas, 589;CENTRO;Juiz de Fora;;33696-506;;28/10/2020
100612;THIAGO OLIVEIRA;60750098929;28/03/1958;; THIAGOOLIVEIRA312@OUTLOOK.COM ;(21) 99913-9367;AVENIDA PAULISTA, Nº 692;VILA NOVA;Rio de Janeiro;rj;22788-877;;01/05/2019
100613;MATEUS ANDRADE GUIMARAES;567.180.660-79;20/06/1986;M;mateus.guimaraes989@uol.com.br;21 997005767;AL. DAS PALMEIRAS, 989 - APTO 31;PARQUE INDUSTRIAL;Rio de Janeiro;RJ;24369137;N;02/03/2022
100614;LUÍS OLIVEIRA LIMA MOREIRA;16722401820;17/04/1997;M;luismoreira456@bol.com.br;(51) 99040-4896;RUA PAULISTA, N. 2307;LIBERDADE;Porto Alegre;rs;95878688;N;18/06/2025
100615;THIAGO ARAUJO;674.381.869-03;26/01/1984;M;thiago_ara768@uol.com.br;11994765224;Rua Marechal Deodoro, 1212;BOA VISTA;São Paulo;SP;01117-822;N;14/02/2024
100616;LÚCIA ASSUNÇÃO SOUZA;752.924.047-13;07/08/1977;F;lucia_sou435@gmail.com;3198885980;R MARECHAL DEODORO, 1957;VILA MARIANA;Belo Horizonte;Minas Gerais;34507568;N;04/09/2020
100617;RODRIGO  CARVALHO CONCEIÇÃO ;58188907324;04/11/1989;M;rodrigo_con685@bol.com.br;11 996424785;Rua dos Andradas, nº 2275;PARQUE INDUSTRIAL;São Paulo;SP;02424412;S;18/04/2020
100618;BRUNO SOUZA SILVA;70448791528;11/05/1979;M;bruno.silva83@bol.com.br;41995673589;Rua São João, 1207;SANTA CECÍLIA;CURITIBA;pr;82064322;N;14/05/2020
100619;GUSTAVO PEIXOTO BRANDAO;84744221599;31/12/1933;M;gustavo_bra780@bol.com.br;(11) 9265-6098;PRAÇA DAS PALMEIRAS, 31;SÃO JOSÉ;Santo André;SP;09611562;S;12/12/2022
100620;LÚCIA BARBOSA PEIXOTO;921.134.157-47;23/02/1988;F;;(21) 99506-3759;ALAMEDA PRESIDENTE VARGAS, 908 - FUNDOS;CENTRO;Niterói;Rio de Janeiro;22136428;N;10/08/2020
100621;VITORIA BRANDAO ROCHA;13711029370;06/08/1969;F;vitoriarocha454@yahoo.com.br;71 983012864;RUA GETÚLIO VARGAS, N. 268;PARQUE INDUSTRIAL;SALVADOR;BA;44783118;S;19/09/2022
100622;JOÃO GOMES;28162846549;07/12/1978;M;;11 989815083;RUA XV DE NOVEMBRO, 2458;SANTA CECÍLIA;SANTO ANDRE;sp;01411277;S;10/12/2022
100623;FERNANDO MARTINS;422.893.038-79;26/10/1976;M;fernandomartins625@hotmail.com;62 961105183;RUA PRESIDENTE VARGAS, N. 58;SÃO JOSÉ;Goiânia;GO;77776-034;S;23/12/2021
100624;LARISSA MAGALHAES LIMA;05467107860;25/03/1959;I;larissa.lima203@uol.com.br;96852-5942;RUA MARECHAL DEODORO, N. 847 - APTO 12;JARDIM DAS FLORES;GUARULHOS;sp;07075295;N;21/02/2025
100625;MARCIO PEREIRA MARTINS;71968321241;15/05/1998;M;marcio_mar246@uol.com.br;11 961093797;Rua Presidente Vargas, nº 1255;CENTRO;São Paulo;SP;06101893;;17/04/2023
100626;CESAR ANDRADE DIAS;686.628.408-25;10/11/1995;;cesar.dias13@uol.com.br;21971411100;R XV de Novembro, nº S/N;SÃO JOSÉ;Rio de Janeiro;RJ;21777654;S;10/12/2019
100627;DANIEL SANTOS;71948217023;26/03/1982;M;daniel.santos330@uol.com.br;85509446;Rua dos Andradas, N. 796 - Fundos;SÃO JOSÉ;Rio de Janeiro;RJ;25426861;S;18/12/2020
100628;DANIEL SILVA MENDES;44158016339;23/08/1990;M;daniel_men159@hotmail.com;(21) 98182-5134;Trav. das Flores, N. 2951;BELA VISTA;Niterói;RJ;27121-246;N;24/01/2020
100629;GABRIELA MELO MOREIRA;793.052.837-56;01/02/1968;F;gabrielamoreira365@bol.com.br;(11) 97954-1174;RUA BRASIL, N. 1203;PARQUE INDUSTRIAL;Guarulhos;SP;04134-253;S;14/08/2020
100630;MÁRCIA CARDOSO MELO;202.243.614-81;29/05/1977;F;marcia_mel624@hotmail.com;21 992342887;Rua XV de Novembro, N. 70;JARDIM AMÉRICA;Rio de Janeiro;RJ;21608799;S;08/11/2023
100631;WAGNER PEIXOTO;847.986.242-41;01/08/1983;M;wagnerpeixoto458@hotmail.com;11998957220;RUA SETE DE SETEMBRO, 755;BELA VISTA;São Paulo;SP;04789877;N;14/03/2022
100632;HÉLIO  FREITAS FERREIRA ;16447132178;12/03/1996;M;helioferreira907@yahoo.com.br;31972359329;AV RIO BRANCO, N. 2635;PARQUE INDUSTRIAL;Belo Horizonte;mg;33466-803;S;23/01/2025
100633;SERGIO CONCEICAO BARBOSA;13945015504;25/11/1964;M;sergio_bar757@bol.com.br;51993343972;Travessa Brasil, N. 1334 - Fundos;PARQUE INDUSTRIAL;porto alegre ;RS;91770225;S;21/06/2025
100634;VITÓRIA RODRIGUES MACHADO;301.945.597-93;23/10/1995;;vitoria.machado67283@bol.com.br;41975721009;Rua das Palmeiras, 2858;BELA VISTA;Curitiba;pr;88057011;N;08/04/2022
100635;CÉSAR LIMA GOMES;32385092336;10/08/1987;M;cesargomes980@uol.com;(41) 96450-4255;RUA SÃO JOÃO, N. 2135;BELA VISTA;Curitiba;Paraná;83581415;S;20/07/2024
100636;CECILIA ANDRADE LIMA;9,26281E+10;01/08/1993;F;cecilia_lim329@outlook.com;98603-3726;Rua Tiradentes, 990 - Apto 12;SANTA CECÍLIA;São Paulo;sp;08938498;S;22/03/2024
100637;GABRIELA FERREIRA;845.482.819-24;04/02/1980;F;gabrielaferreira344@yahoo.com.br;(16) 98576-3276;Rua XV de Novembro, 878;BOA VISTA;Ribeirão Preto;São Paulo;15140167;S;22/02/2022
100638;PRISCILA PEIXOTO SILVA;89966279172;06/09/1978;F; PRISCILASILVA354@GMAIL.COM ;19982706982;RUA DOS ANDRADAS, Nº 2833;SANTO ANTÔNIO;Campinas;São Paulo;17357-341;S;12/03/2022
100639;PRISCILA PEREIRA;69725238850;22/08/1991;F;priscila.pereira150@hotmail.com;(41) 99656-5887;R. PRESIDENTE VARGAS, 1030;LIBERDADE;Curitiba;Paraná;89433476;N;01/04/2024
100640;MARCIA CARVALHO OLIVEIRA;70766290549;15/08/1985;F;marciaoliveira206@yahoo.com.br;;R DAS FLORES, 1317;SANTA CECÍLIA;Florianópolis;SC;87899-047;S;24/01/2023
100641;FERNANDA RODRIGUES NASCIMENTO;5,60781E+10;14/04/1980;F;fernanda.nascimento343@uol.com.br;62 982103310;PRACA SÃO JOÃO, N. 472;JARDIM AMÉRICA;Goiânia - GO;GO;71627262;S;07/06/2023
100642;BRUNO CARVALHO;349.496.465-32;09/04/1996;;bruno_car531@uol.com.br;96830-4561;R. Marechal Deodoro, N. 2727;LIBERDADE;RECIFE;pe;52514331;S;28/02/2021
100643;CECÍLIA RIBEIRO CARDOSO PEREIRA;088.894.633-33;15/04/1973;F;cecilia.pereira682@bol.com.br;(81) 96999-2084;Travessa Dom Pedro II, nº 2430;CENTRO;Recife;PE;55139406;;22/07/2023
100644;SR. ANA CARVALHO;357.002.208-06;30/06/1994;F;anacarvalho558@yahoo.com.br;11 968901915;AVENIDA PRESIDENTE VARGAS, N. 2552 - APTO 12;JARDIM DAS FLORES;GUARULHOS;sp;04413641;S;18/09/2024
100645;JOAO OLIVEIRA;31043805540;14/10/1982;M;joaooliveira120@uol.com.br;51977766589;AV. BRASIL, 2412 - APTO 12;SÃO JOSÉ;Porto Alegre;;99477499;S;07/12/2022
100646;THIAGO MELO CONCEIÇÃO;312.090.327-24;09/10/1978;;thiago.conceicao204@gmail.com;61 991787636;RUA GETÚLIO VARGAS, 707;CENTRO;BRASILIA;DF;79104-228;S;09/09/2021
100647;DEBORA SILVA;957.590.470-27;07/07/1984;F;debora_sil94@outlook.com;61 981953913;R. dos Andradas, N. 810 - Apto 31;CENTRO;Brasília;DF;77873291;S;10/10/2021
100648;PAULO SOUZA;002.319.579-71;05/08/1950;M;paulosouza669@gmail.com;97162-6112;AVENIDA BRASIL, 368 - FUNDOS;VILA NOVA;rio de janeiro ;RJ;29471220;N;31/03/2023
100649;HÉLIO CARDOSO CARDOSO;395.674.310-51;14/04/1986;M;heliocardoso904@bol.com.br;(31) 97809-7352;Pç. Santos Dumont, nº 430;VILA NOVA;Belo Horizonte;MG;39677-097;S;10/05/2025
100650;RODRIGO BARBOSA GOMES MARQUES;778.267.901-07;27/03/1988;M;rodrigomarques296@outlook.com;41 98826809;Rua dos Ipês, 2376 - Apto 12;BOA VISTA;Curitiba;pr;88401984;S;22/02/2024
100651;FERNANDA  ARAÚJO RIBEIRO ;114.960.657-60;14/10/1995;F;fernandaribeiro968@uol.com;51 972483779;R. CASTRO ALVES, Nº 2203;SÃO JOSÉ;Porto Alegre;RS;98933498;N;06/01/2022
100652;LUCAI FERREIRA MAGALHAES;166.836.150-71;04/12/1995;F;lucia.magalhaes821@uol.com.br;2187196924;RUA CASTRO ALVES, 495 - APTO 12;VILA MARIANA;Rio;rj;21500641;N;02/06/2024
100653;RENATA MARTINS MARQUES;58340417606;22/03/1981;F;renata.marques420@hotmail.com;21989469115;AVENIDA MARECHAL DEODORO, Nº 1840 - APTO 12;LIBERDADE;Rio de Janeiro;Rio de Janeiro;22253-108;S;26/01/2021
100654;MARIANA RODRIGUES;617.415.776-83;19/02/1968;F;mariana_rod405@yahoo.com.br;(11) 98720-2652;RUA DOS ANDRADAS, Nº 243;JARDIM AMÉRICA;São Paulo;;01618-131;N;01/11/2025
100655;DEBORA SANTOS GUIMARAES;244.455.237-71;11/02/1989;F;debora.guimaraes378@hotmail.com;;Avenida Tiradentes, N. 2267 - Fundos;PARQUE INDUSTRIAL;SAO PAULO;SP;03270-985;N;31/01/2024
100656;CAIO  MARQUES PEREIRA ;461.700.508-02;03/11/1994;M;caiopereira96@bol.com.br;11998591682;RUA SÃO JOÃO, Nº S/N;VILA MARIANA;São Paulo;SP;03651-732;S;24/01/2025
100657;CLAUDIA SANTOS ANDRADE;531.960.489-00;12/05/1999;F;claudiaandrade864@outlook.con;1171249668;Rua Getúlio Vargas, nº 1786;CENTRO;SAO PAULO;SP;06392-655;N;20/03/2022
100658;OTAVIO ARAUJO;93179751122;11/06/1986;M;otavioaraujo979@bol.com.br;(62) 8469-9429;RUA PAULISTA, N. 1911;BELA VISTA;Goiânia;GO;71975-704;S;25/03/2019
100659;RODRIGO FERREIRA GOMES;76521977911;13/12/1945;M;rodrigo.gomes231@gmail.com;31 89898194;RUA PAULISTA, Nº 53;SÃO JOSÉ;Belo Horizonte;MG;36611461;S;09/01/2020
100660;SONIA MAGALHAES MOREIRA;1884403131;03/01/1978;F;sonia_mor548@gmai.com;11 986697915;R. Rio Branco, nº 745 - Fundos;JARDIM AMÉRICA;São Paulo;SP;02875-532;N;15/05/2019
100661;LUCAS S. RODRIGUES;51988367611;06/01/1955;;lucas.rodrigues221@hotmail.com;11 973366394;AVENIDA SETE DE SETEMBRO, Nº 1062;LIBERDADE;São Paulo;SP;06453701;;20/07/2025
100662;HELENA CARDOSO MOREIRA;725.241.479-59;13/04/1970;F;helena.moreira471@gmail.com;(21) 96599-3526;R DOM PEDRO II, Nº 963 - FUNDOS;LIBERDADE;rio de janeiro ;rj;22372-125;S;12/05/2021
100663;ANA MARQUES FERREIRA;036.344.640-03;08/03/1971;F;ana.ferreira7568@@outlook.com;11994165339;RUA DOM PEDRO II, 2736;BELA VISTA;Santo André;SP;06403-576;N;27/04/2019
100664;LETICIA ARAUJO SIVLA;85927843441;17/12/1992;F;leticia_sil714@yahoo.com.br;11 991806943;Av Getúlio Vargas, nº 1383;CENTRO;São Paulo;sp;03570-902;N;13/07/2023
100665;LUCIA  MAGALHAES CONCEICAO ;25396484365;22/05/1992;F;lucia_con51@bol.com.br;(11) 97585-9792;Alameda dos Andradas, N. 331;PARQUE INDUSTRIAL;são paulo ;SP;09554818;N;20/03/2019
100666;RENATA GOMES MACHADO;30047658100;08/11/1991;F;renata_mac827@gmail.com;62978406507;AV. GETÚLIO VARGAS, N. 825;BOA VISTA;Goiânia;GO;72357-674;S;13/08/2019
100667;LETICIA CONCEICAO DIAS;98010438650;04/05/1979;F;leticia.dias20@outlook.com;11979331982;RUA Presidente Vargas, 1085;PARQUE INDUSTRIAL;São Paulo;sp;6312473;N;12/04/2022
100668;DEBORA RIBEIRO SANTOS;18501277860;08/08/1990;F;deborasantos367@outlook.com;21 988218760;RUA DOM PEDRO II, Nº 2273;VILA NOVA;Rio;RJ;24404354;N;22/04/2022
100669;ANDRE  CONCEICAO ANDRADE ;1988007380;06/04/1997;M;andre_and209@hotmail.com;21 962031095;Avenida das Palmeiras, 1781;PARQUE INDUSTRIAL;Rio de Janeiro - RJ;rj;25405395;;08/11/2022
100670;LUCAS RIBEIRO;18896002702;23/09/2005;M;lucas.ribeiro827@gmail.com;(21) 96747-8308;AVENIDA GETÚLIO VARGAS, 1464;LIBERDADE;Rio de Janeiro;Rio de Janeiro;22633288;S;29/12/2019
100671;CAIO MARQUES;881.076.363-76;27/11/1963;M;caio_mar492@hotmail.com;51974788607;AVENIDA DOM PEDRO II, 957;JARDIM DAS FLORES;Porto Alegre;RS;95092167;S;23/02/2021
100672;CAMILA ANDRADE;897.064.654-05;25/05/1984;F;camilaandrade708@gmail.com;(61) 96014-6460;Avenida Presidente Vargas, 502;PARQUE INDUSTRIAL;Brasília;DF;73279-756;S;29/12/2020
100673;PAULO  CONCEICAO ;473.703.499-18;10/06/1983;M;paulo_con296@yahoo.com.br;(21) 99466-6771;Rua da Liberdade, N. 1884;BOA VISTA;Rio de Janeiro;rj;24839-518;N;17/02/2019
100674;DEBORA GUIMARAES;52823702040;04/07/1966;F;debora.guimaraes4016@outlook.com;11 980834382;Alameda Tiradentes, 686;VILA MARIANA;Santo André;SP;02952-993;N;03/10/2019
100675;CLÁUDIA GUIMARÃES;197.532.513-35;31/10/1999;F;claudia_gui140@uol.com.br;;RUA DOS ANDRADAS, 2440;LIBERDADE;São Paulo;SP;04316989;S;18/06/2024
100676;LARISSA OLIVEIRA MENDES ALVES;12500482308;17/07/1963;F;larissaalves540@bol.com.br;11 962544342;R. SÃO JOÃO, Nº 405;PARQUE INDUSTRIAL;São Paulo;São Paulo;08313063;N;10/07/2020
100677;CAMILA SOUZA SILVA;91291120955;27/03/1998;F;camila_sil626@bol.com.br;81981924785;Pca Tiradentes, 2493 - Apto 12;BELA VISTA;Recife;PE;51064-733;S;19/05/2021
100678;RENATA MARTINS RIBEIRO;5,42328E+10;19/10/1965;F;renataribeiro836@gmail.com;51964521659;R. das Flores, 2212;VILA MARIANA;Porto Alegre;Rio Grande do Sul;94364320;S;01/01/2023
100679;EDUARDO MAGALHÃES MACHADO;881.373.378-06;11/04/1980;M;eduardo_mac969@uol.com;11 973848782;RUA SANTOS DUMONT, Nº 1441;JARDIM AMÉRICA;São Paulo;SP;03122-988;S;13/01/2021
100680;AILNE CARVALHO;087.939.551-62;13/02/1992;F;aline_car143@hotmail.com;21960903657;RUA DAS PALMEIRAS, 1828 - FUNDOS;BELA VISTA;Rio de Janeiro;rj;21195498;S;23/08/2024
100681;HELENA NUNES ROCHA;50125910622;20/12/1999;F;helena_roc29@hotmail.com;16 988514330;RUA PAULISTA, 2729 - FUNDOS;CENTRO;Ribeirão Preto;SP;15030215;S;26/08/2022
100682;SIMONE MELO MELO SOUZA;59540287456;14/09/1975;F;simone_sou206@yahoo.com.br;(21) 7008-7865;Rua Getúlio Vargas, nº 2099;BOA VISTA;rio de janeiro ;RJ;27264-400;;03/12/2020
100683;BRUNO FREITAS OLIVEIRA;67525372241;05/11/1987;M;bruno_oli927@uol.com.br;21963195936;PÇ. CASTRO ALVES, N. S/N;BOA VISTA;Rio de Janeiro;Rio de Janeiro;27136-510;N;15/05/2023
100684;JOÃO ALVES;177.219.237-60;01/04/1978;I;joao.alves400@outlook.com;11 990055678;RUA MARECHAL DEODORO, N. 257;JARDIM DAS FLORES;São Paulo;sp;3458268;S;29/06/2021
100685;ANTONIO CARVALHO;79145479488;15/03/1993;M;antonio_car815@gmail.com;(11) 9788-6633;AVENIDA PRESIDENTE VARGAS, 2070;CENTRO;São Paulo;São Paulo;05279-824;S;14/11/2025
100686;MATEUS P. LIMA;853.391.047-96;12/07/1994;M;mateus_lim488@bol.com.br;(21) 96747-7441;R das Palmeiras, nº 2402 - Bloco B Apto 104;LIBERDADE;Rio de Janeiro;RJ;27917475;S;21/03/2019
100687;LEONARDO  PEREIRA ANDRADE ;94086800900;06/10/1980;;leonardo_and40@outlook.com;11 984989486;Tv. Marechal Deodoro, nº 1066 - Apto 12;SANTO ANTÔNIO;São Paulo;sp;09871-818;N;04/04/2023
100688;MARCELO CARVALHO;35194687192;23/04/1985;M;marcelocarvalho489@outlook.com;11 986692129;Avenida São João, N. 606;SANTO ANTÔNIO;GUARULHOS;São Paulo;08487575;;27/07/2025
100689;VINICIUS  MAGALHAES ;37063671146;26/12/1992;M;viniciusmagalhaes644@yahoo.com.br;1962497285;R. Castro Alves, nº 1548 - Casa 2;CENTRO;Campinas;SP;11538915;S;01/03/2025
100690;ANTONIO MARQUES MARTINS;42175094723;04/08/1977;M;antoniomartins179@outlook.com;11 996135122;Avenida Brasil, N. 2884 - Bloco B Apto 104;JARDIM AMÉRICA;São Paulo;SP;04883465;N;14/01/2019
100691;CAMILA A. CARVALHO;574.076.185-93;30/12/1960;F;camila_car624@outlook.com;(41) 99673-7752;Rua XV de Novembro, nº 2990 - Apto 31;VILA MARIANA;Curitiba;PR;81832084;;28/08/2022
100692;JOANA FREITAS NASCIMENTO MAGALHAES;139.465.180-52;28/03/1972;F;joanamagalhaes107@uol.com.br;(61) 96213-8758;R Marechal Deodoro, nº 1969 - Fundos;SANTO ANTÔNIO;Brasília;df;75089870;;03/02/2021
100693;MARCELO MARTINS;65282434334;11/08/1944;M;marcelo_mar34695@hotmail.com;11960655627;R. SETE DE SETEMBRO, S/N;VILA NOVA;São Paulo;SP;02044-433;N;28/08/2023
100694;BRUNO SOUZA;29400169507;16/12/1989;M;brunosouza623@bol.com.br;4186601105;PRAÇA SANTOS DUMONT, Nº 1787 - CASA 2;JARDIM DAS FLORES;Curitiba;PR;88737-302;S;05/06/2023
100695;SONIA GOMES;57849578763;13/12/1958;F;sonia.gomes433@bol.com.br;21970295701;Rua Presidente Vargas, 941;BELA VISTA;Niterói;rj;23417869;S;24/07/2024
100696;BRUNO SANTOS COSTA;54477256744;18/12/1968;M;bruno.costa106@outlook.com;11 971866924;R MARECHAL DEODORO, 1747;LIBERDADE;São Paulo - SP;sp;09547236;S;23/02/2020
100697;MARCIA MACHADO OLIVEIRA;76397023052;21/04/1976;F;marcia_oli299@hotmail.com;16974688984;Rua dos Ipês, N. 2634;VILA NOVA;Ribeirão Preto;SP;13384475;;22/04/2022
100698;LETICIA CARVALHO CARVALHO;5397634700;24/07/1996;F;leticiacarvalho187@hotmail.com;(32) 96436-9853;Avenida Sete de Setembro, N. 588;BELA VISTA;Juiz de Fora;Minas Gerais;36676-853;S;31/01/2019
100699;MATEUS LIMA MACHADO;45805433192;23/02/1992;M;mateus_mac663bol.com.br;(19) 98973-1896;AV. RIO BRANCO, 1013 - CASA 2;JARDIM DAS FLORES;Campinas;SP;16762997;S;05/09/2024
100700;BEATRIZ NUNES DIAS;765.280.695-06;01/01/1900;F;beatriz.dias171@hotmail.com;11 988137284;R Paulista, nº 705 - Apto 31;SÃO JOSÉ;Santo André;SP;3786323;N;10/09/2021
100701;RAQUEL MELO NUNES;69464936215;24/01/1996;F;raquel_nun205@yahoo.com.br;11 996729295;Rua Rio Branco, S/N;VILA MARIANA;Santo André - SP;SP;09679-242;N;10/10/2022
100702;VINICIUS ASSUNCAO;74160055311;14/08/1984;;vinicius_ass634@outlook.com;11985694115;R. Presidente Vargas, nº 16;JARDIM AMÉRICA;São Paulo;SP;09452-832;N;06/06/2024
100703;LUIZA  FREITAS ;32750042208;03/09/1983;F;luizafreitas33480@hotmail.com;62 980049521;RUA DOM PEDRO II, Nº 1111;PARQUE INDUSTRIAL;Goiânia;GO;78083677;S;07/10/2019
100704;DÉBORA GOMES;735.955.723-27;22/06/1992;F; DEBORA_GOM958@BOL.COM.BR ;31978317577;Rua Getúlio Vargas, N. 1952 - Casa 2;BELA VISTA;Belo Horizonte;Minas Gerais;39663846;S;26/03/2025
100705;HELENA GUIMARAES;026.955.416-51;20/04/1994;F;helena.guimaraes372@outlook.com;11992376798;Avenida Marechal Deodoro, N. 2885;LIBERDADE;São Paulo;SP;5578711;S;03/11/2022
100706;CAIO MACHADO;592.326.513-35;08/06/1975;M;caio_mac717@bol.com.br;(11) 98548-5667;Rua Getúlio Vargas, 2663 - Casa 2;LIBERDADE;São Paulo;SP;07868-595;N;03/08/2019
100707;PAULO CONCEICAO;8969525173;10/04/1979;M;paulo_con480@uol.com.br;(32) 96981-1575;Rua XV de Novembro, nº 997 - Casa 2;VILA MARIANA;JUIZ DE FORA;mg;36590-482;;03/11/2019
100708;CAMILA PEREIRA;501.679.699-86;05/03/1990;F;camilapereira549@bol.com.br;41981863892;ALAMEDA DOS IPÊS, Nº 37 - CASA 2;SANTA CECÍLIA;Curitiba - PR;PR;83151-407;N;27/08/2025
100709;FERNANDO MACHADO ROCHA;99128290690;19/12/1972;M;fernando.rocha124@bol.com.br;(11) 8243-9293;Rua Brasil, N. 701;BELA VISTA;Guarulhos;sp;01329085;S;12/01/2020
